#Lambda_Wang12   A_lambda_Wang12 A_lambda_LMC   A_lambda_M31  Index   sigma    sigma_classic  a_sigma  b_sigma c_sigma         a_sigma_old b_sig_o  c_sig_o   Lambda_CMD25     A_lambda_MW_CMD25  Lambda_Wang12    A_lambda_Wang12  Lamb_original   A_lambda_MW  A_lambda_Rv25                                                                                                                                                                                                                                                                                         lambda    A_Rv22    A_Rv25    A_Rv28    A_Rv31    A_Rv34    A_Rv37    A_Rv40    A_Rv43    A_Rv46    A_Rv49    A_Rv52  (This is a grid of A_lambda computed for different Rv from 2.2 to 5.2 by steps of 0.3)
0.153863         2.61685         2.71980        1.41944       1       0.15     0.15           0.67     -16.72  0.10            0.70       -16.72    0.05      0.172215         2.51779            0.153863         2.61685          0.15423         2.61287      3.32845        #FUV - Galex	http://dogwood.physics.mcmaster.ca/Acurve.html  Extinction_curve_interpolation.py  2.61287   2.67419            2.51779 (0.172215 um)    #Filter		Reference_for_MW				Reference_for_LMC          MW        Seibert05_MW       Girardi                0.15386   3.82980   3.32845   2.93452   2.61685   2.35523   2.13604   1.94972   1.78941   1.65000   1.52766   1.41944                     
0.33611          1.63237         1.61895        1.32921       12      0.05     0.05           0.       0.      0.              0.         0.        0.        0.338275         1.65798            0.338275         1.65798          0.33828         1.62498      1.81253        #F336W - WFC3	http://dogwood.physics.mcmaster.ca/Acurve.html  Extinction_curve_interpolation.py     pivot in http://etc.stsci.edu/etcstatic/users_guide/appendix_b_wfc3.html                                                                                                         0.33611   1.93947   1.81253   1.71280   1.63237   1.56613   1.51064   1.46347   1.42288   1.38758   1.35661   1.32921
0.47631          1.19592         1.15945        1.12230       13      0.05     0.05           0.       0.      0.              0.         0.        0.        0.484123         1.18462            0.484123         1.18462          0.48412         1.17053      1.23966        #F475W - WFC3	http://dogwood.physics.mcmaster.ca/Acurve.html  Extinction_curve_interpolation.py     "mean" in http://etc.stsci.edu/etcstatic/users_guide/appendix_b_acs.html                                                                                                         0.47631   1.27049   1.23966   1.21545   1.19592   1.17983   1.16636   1.15490   1.14505   1.13648   1.12896   1.12230
0.80874          0.58508         0.57750        0.66129       14      0.05     0.05           0.       0.      0.              0.         0.        0.        0.800902         0.61018            0.800902         0.61018          0.80090         0.59620      0.53978        #F814W - WFC3	http://dogwood.physics.mcmaster.ca/Acurve.html  Extinction_curve_interpolation.py     "mean" in http://etc.stsci.edu/etcstatic/users_guide/appendix_b_acs.html                                                                                                         0.80874   0.50787   0.53978   0.56485   0.58508   0.60173   0.61568   0.62754   0.63775   0.64662   0.65441   0.66129
1.14140          0.32652         0.31151        0.38200       15      0.05     0.05           0.       0.      0.              0.         0.        0.        1.140910         0.33669            1.140910         0.33669          1.14091         0.32674      0.29354        #F110W - WFC3	http://dogwood.physics.mcmaster.ca/Acurve.html  Extinction_curve_interpolation.py     pivot in http://etc.stsci.edu/etcstatic/users_guide/appendix_b_wfc3.html                                                                                                         1.14140   0.27031   0.29354   0.31180   0.32652   0.33864   0.34880   0.35743   0.36486   0.37132   0.37699   0.38200
1.54052          0.20148         0.20308        0.23572       16      0.05     0.05           0.       0.      0.              0.         0.        0.        1.532152         0.20443            1.532152         0.20443          1.53215         0.20326      0.18113        #F160W - WFC3	http://dogwood.physics.mcmaster.ca/Acurve.html  Extinction_curve_interpolation.py     pivot in http://etc.stsci.edu/etcstatic/users_guide/appendix_b_wfc3.html                                                                                                         1.54052   0.16680   0.18113   0.19240   0.20148   0.20896   0.21523   0.22056   0.22514   0.22913   0.23263   0.23572
0.3881           1.50000         1.45189        1.28870       17      0.05     0.05           0.       0.      0.              0.         0.        0.        0.388009         1.46624            0.388009         1.46624          0.38801         1.466        1.62518        #u - CFHT                                                                                                                                                                                                                                                                              0.38810   1.71355   1.62518   1.55575   1.49976   1.45364   1.41501   1.38217   1.35391   1.32934   1.30777   1.28870
0.4768           1.19430         1.17987        1.12138       18      0.05     0.05           0.       0.      0.              0.         0.        0.        0.490614         1.16658            0.490614         1.16658          0.49061         1.166        1.23763        #g - CFHT                                                                                                                                                                                                                                                                              0.47680   1.26815   1.23763   1.21364   1.19430   1.17837   1.16502   1.15367   1.14391   1.13542   1.12797   1.12138
0.6192           0.87557         0.85572        0.90317       19      0.05     0.05           0.       0.      0.              0.         0.        0.        0.625188         0.85997            0.625188         0.85997          0.62519         0.856        0.85916        #r - CFHT                                                                                                                                                                                                                                                                              0.61920   0.84760   0.85916   0.86824   0.87557   0.88160   0.88665   0.89095   0.89464   0.89786   0.90068   0.90317
0.7467           0.67755         0.64749        0.73809       20      0.05     0.05           0.       0.      0.              0.         0.        0.        0.767134         0.65595            0.767134         0.65595          0.76713         0.656        0.64157        #i - CFHT                                                                                                                                                                                                                                                                              0.74670   0.61622   0.64157   0.66149   0.67755   0.69078   0.70186   0.71128   0.71939   0.72644   0.73262   0.73809
0.8827           0.49486         0.49423        0.57782       21      0.05     0.05           0.       0.      0.              0.         0.        0.        0.885062         0.50000            0.885062         0.50000          0.88506         0.500        0.44556        #z - CFHT                                                                                                                                                                                                                                                                              0.88270   0.41083   0.44556   0.47285   0.49486   0.51299   0.52817   0.54108   0.55219   0.56185   0.57032   0.57782
0.356506         1.57612         1.54939        1.32220       22      0.05     0.05           0.53     -12.67  0.02            0.55       -12.67    0.02      0.358716         1.56906            0.356506         1.57612          0.35949         1.56931      1.72701        #u - SDSS   	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                         0.35651   1.83332   1.72701   1.64348   1.57611   1.52064   1.47416   1.43465   1.40065   1.37109   1.34515   1.32220
0.472054         1.21017         1.21700        1.13036       23      0.05     0.05           0.39     -10.06  0.              0.43       -10.06    0.        0.476982         1.20585            0.472054         1.21017          0.46404         1.23774      1.25761        #g - SDSS   	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                         0.47205   1.29102   1.25761   1.23135   1.21017   1.19273   1.17812   1.16570   1.15502   1.14572   1.13757   1.13036
0.618429         0.87679         0.86878        0.90420       24      0.05     0.05           0.45     -10.69  0.              0.48       -10.69    0.        0.617999         0.87122            0.618429         0.87679          0.61223         0.88672      0.86051        #r - SDSS   	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                         0.61843   0.84904   0.86051   0.86953   0.87679   0.88278   0.88780   0.89206   0.89573   0.89892   0.90172   0.90420
0.749906         0.67259         0.65131        0.73403       25      0.05     0.05           0.45     -10.53  0.              0.48       -10.53    0.        0.748586         0.68319            0.749906         0.67259          0.74395         0.68181      0.63608        #i - SDSS   	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                         0.74991   0.61036   0.63608   0.65630   0.67260   0.68602   0.69727   0.70682   0.71505   0.72220   0.72848   0.73403
0.897830         0.48070         0.48787        0.56228       26      0.05     0.05           0.51     -11.12  0.02            0.53       -11.12    0.        0.893386         0.49246            0.897830         0.48070          0.88971         0.48808      0.43221        #z - SDSS   	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                         0.89783   0.39806   0.43221   0.45905   0.48070   0.49852   0.51345   0.52615   0.53707   0.54657   0.55490   0.56228
1.240695         0.28548         0.26392        0.33400       27      0.10     0.10           0.       0.      0.              0.         0.        0.        1.232979         0.28999            1.240695         0.28548          1.23500         0.28761      0.25665        #J - 2MASS	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             1.24070   0.23634   0.25665   0.27261   0.28548   0.29608   0.30496   0.31251   0.31901   0.32466   0.32961   0.33400
1.652346         0.18000         0.18154        0.21057       28      0.10     0.10           0.       0.      0.              0.         0.        0.        1.639559         0.18307            1.652346         0.18000          1.66200         0.17831      0.16181        #H - 2MASS	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             1.65235   0.14900   0.16181   0.17187   0.17999   0.18667   0.19227   0.19703   0.20112   0.20468   0.20781   0.21057
2.164830         0.11651         0.03845        0.13630       29      0.10     0.10           0.56     -9.70   0.05            0.56       -9.70     0.05      2.152205         0.11801            2.164830         0.11651          2.15900         0.11701      0.10474        #Ks - 2MASS	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             2.16483   0.09645   0.10474   0.11125   0.11651   0.12083   0.12446   0.12754   0.13019   0.13249   0.13452   0.13630
0.338266         1.66052         1.61898        1.32886       30      0.15     0.05           0.60     -13.56  0.05            0.63       -13.56    0.05      0.338266         1.66052            0.338266         1.66052          0.33827         1.62501      1.80103        #a - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.33827   1.92504   1.80103   1.70360   1.62503   1.56032   1.50610   1.46002   1.42037   1.38589   1.35563   1.32886
0.390897         1.45161         1.44224        1.28448       31      0.15     0.05           0.82     -18.06  0.08            0.86       -18.06    0.08      0.390897         1.45161            0.390897         1.45161          0.390897        1.49186      1.61511        #b - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.39090   1.70194   1.61511   1.54688   1.49186   1.44655   1.40859   1.37632   1.34855   1.32441   1.30322   1.28448
0.419895         1.37547         1.34980        1.23314       32      0.15     0.05           0.49     -12.0   0.06            0.53       -12.0     0.06      0.419895         1.37547            0.419895         1.37547          0.419895        1.39765      1.49542        #c - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.41990   1.56430   1.49542   1.44130   1.39765   1.36171   1.33159   1.30600   1.28397   1.26482   1.24801   1.23314
0.455459         1.27628         1.24314        1.16258       33      0.15     0.05           0.57     -12.99  0.06            0.61       -12.99    0.06      0.455459         1.27628            0.455459         1.27628          0.45546         1.26817      1.33093        #d - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.45546   1.37515   1.33093   1.29619   1.26818   1.24510   1.22577   1.20934   1.19520   1.18291   1.17212   1.16258
0.487227         1.17797         1.15095        1.10211       34      0.15     0.05           0.62     -14.21  0.06            0.66       -14.21    0.06      0.487227         1.17797            0.487227         1.17797          0.48723         1.16072      1.19556        #e - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.48723   1.22011   1.19556   1.17628   1.16073   1.14792   1.13719   1.12807   1.12022   1.11340   1.10741   1.10211
0.524867         1.06509         1.05617        1.03788       35      0.15     0.05           0.59     -13.55  0.07            0.62       -13.55    0.07      0.524867         1.06509            0.524867         1.06509          0.52487         1.05577      1.06643        #f - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.52487   1.07392   1.06643   1.06053   1.05578   1.05187   1.04859   1.04581   1.04341   1.04133   1.03950   1.03788
0.578322         0.93686         0.93685        0.95853       36      0.15     0.05           0.61     -13.83  0.05            0.66       -13.83    0.05      0.578322         0.93686            0.578322         0.93686          0.57832         0.94410      0.93553        #g - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.57832   0.92949   0.93553   0.94027   0.94410   0.94725   0.94989   0.95214   0.95407   0.95575   0.95722   0.95853
0.607204         0.88473         0.87840        0.91915       37      0.15     0.05           0.61     -14.00  0.06            0.66       -14.00    0.06      0.607204         0.88473            0.607204         0.88473          0.60720         0.89487      0.88043        #h - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.60720   0.87027   0.88043   0.88842   0.89486   0.90017   0.90461   0.90839   0.91164   0.91447   0.91695   0.91915
0.670981         0.79268         0.76421        0.83545       38      0.15     0.05           0.72     -15.81  0.05            0.75       -15.81    0.05      0.670981         0.79268            0.670981         0.79268          0.67098         0.79510      0.77113        #i - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.67098   0.75423   0.77113   0.78440   0.79510   0.80392   0.81130   0.81758   0.82298   0.82768   0.83180   0.83545
0.700971         0.75240         0.71496        0.79665       39      0.15     0.05           0.69     -15.12  0.07            0.73       -15.12    0.07      0.700971         0.75240            0.700971         0.75240          0.70097         0.74866      0.72014        #j - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.70097   0.70005   0.72014   0.73593   0.74866   0.75915   0.76793   0.77540   0.78183   0.78741   0.79232   0.79665
0.752640         0.67911         0.63933        0.73057       40      0.15     0.05           0.61     -13.13  0.05            0.64       -13.13    0.05      0.752640         0.67911            0.752640         0.67911          0.75264         0.66838      0.63142        #k - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.75264   0.60538   0.63142   0.65188   0.66838   0.68197   0.69335   0.70303   0.71136   0.71860   0.72495   0.73057
0.802369         0.60437         0.57573        0.66896       41      0.15     0.05           0.72     -15.35  0.07            0.75       -15.35    0.07      0.802369         0.60437            0.802369         0.60437          0.80237         0.59410      0.54961        #m - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.80237   0.51826   0.54961   0.57424   0.59410   0.61045   0.62416   0.63581   0.64583   0.65455   0.66220   0.66896
0.851615         0.53385         0.52370        0.61152       42      0.15     0.05           0.67     -14.14  0.07            0.70       -14.14    0.07      0.851615         0.53385            0.851615         0.53385          0.85161         0.52900      0.47996        #n - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.85162   0.44541   0.47996   0.50710   0.52900   0.54703   0.56213   0.57497   0.58602   0.59563   0.60406   0.61152
0.917169         0.46450         0.46389        0.54325       43      0.15     0.05           0.55     -11.69  0.10            0.57       -11.69    0.10      0.917169         0.46450            0.917169         0.46450          0.91717         0.46434      0.41745        #o - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.91717   0.38441   0.41745   0.44341   0.46434   0.48158   0.49603   0.50830   0.51887   0.52806   0.53612   0.54325
0.972247         0.42280         0.41988        0.49456       44      0.15     0.05           0.52     -10.89  0.08            0.55       -10.89    0.08      0.972247         0.42280            0.972247         0.42280          0.97224         0.42273      0.38004        #p - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.97225   0.34996   0.38004   0.40367   0.42273   0.43842   0.45157   0.46275   0.47237   0.48073   0.48807   0.49456
0.659629         0.80795         0.78401        0.85019       45      0.15     0.05           0.       0.      0.              0.         0.        0.        0.659629         0.80795            0.659629         0.80795          0.65963         0.81261      0.79028        #t - BATC	http://dogwood.physics.mcmaster.ca/Acurve.html                                                                                                                                                                                                                             0.65963   0.77454   0.79028   0.80264   0.81261   0.82082   0.82770   0.83355   0.83858   0.84296   0.84680   0.85019
3.524246         0.01508         0              0.00000       46      0.10     0.10           0.       0.      0.              0.         0.        0.        3.524246         0.01508            3.524246         0.01508          3.50751         0            0.00000        #IRAC36 - Spitzer	                                                                                                                                                                                                                                                                   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
4.454045         0               0              0.00000       47      0.10     0.10           0.       0.      0.              0.         0.        0.        4.454045         0                  4.454045         0                4.43658         0            0.00000        #IRAC45 - Spitzer                                                                                                                                                                                                                                                                      0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
5.609561         0               0              0.00000       48      0.10     0.10           0.       0.      0.              0.         0.        0.        5.609561         0                  5.609561         0                5.62810         0            0.00000        #IRAC58 - Spitzer                                                                                                                                                                                                                                                                      0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
7.702424         0               0              0.00000       49      0.10     0.10           0.       0.      0.              0.         0.        0.        7.702424         0                  7.702424         0                7.58916         0            0.00000        #IRAC80 - Spitzer                                                                                                                                                                                                                                                                      0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
23.35977         0               0              0.00000       50      0.10     0.10           0.       0.      0.              0.         0.        0.        23.35977         0                  23.35977         0                23.2096         0            0.00000        #mips24 - Spitzer                                                                                                                                                                                                                                                                      0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
68.36959         0               0              0.00000       51      0.10     0.10           0.       0.      0.              0.         0.        0.        68.36959         0                  68.36959         0                68.44476        0            0.00000        #mips70 - Spitzer                                                                                                                                                                                                                                                                      0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
153.7007         0               0              0.00000       52      0.10     0.10           0.       0.      0.              0.         0.        0.        153.7007         0                  153.7007         0                152.59023       0            0.00000        #mips160 - Spitzer	                                                                                                                                                                                                                                                                   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000




